School Year,Gender Description,Geo Code,Geography,Grade Code,Grade Description,Pediatric Category Description,Student Case Count,Student Enrollment Count,Prevalence,Lower CI,Upper CI ,Statistical Significance,Stability,State Student Case Count,State Student Enrollment Count,State Prevalence,State Lower CI,State Upper CI
2012-2013,Total,297,Tolland,15,Total,Asthma,NS,40,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,298,Topsfield,15,Total,Asthma,65,803,8.1,6.1,10.1,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,299,Townsend,15,Total,Asthma,133,974,13.7,11.3,16,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,300,Truro,15,Total,Asthma,12,133,9,3.9,14.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,301,Tyngsborough,15,Total,Asthma,223,1406,15.9,13.8,17.9,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,302,Tyringham,15,Total,Asthma,0,17,0,0,37.6,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,303,Upton,15,Total,Asthma,109,1028,10.6,8.6,12.6,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,304,Uxbridge,15,Total,Asthma,123,1541,8,6.6,9.4,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,305,Wakefield,15,Total,Asthma,256,2564,10,8.8,11.2,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,306,Wales,15,Total,Asthma,25,181,13.8,8.4,19.2,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,307,Walpole,15,Total,Asthma,412,3114,13.2,12,14.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,308,Waltham,15,Total,Asthma,430,4110,10.5,9.5,11.5,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,309,Ware,15,Total,Asthma,161,1100,14.6,12.4,16.9,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,310,Wareham,15,Total,Asthma,231,2140,10.8,9.4,12.2,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,311,Warren,15,Total,Asthma,99,579,17.1,13.7,20.5,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,312,Warwick,15,Total,Asthma,10,62,16.1,6.1,26.1,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,313,Washington,15,Total,Asthma,NS,38,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,314,Watertown,15,Total,Asthma,147,2094,7,5.9,8.2,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,315,Wayland,15,Total,Asthma,168,1728,9.7,8.3,11.2,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,316,Webster,15,Total,Asthma,121,1645,7.4,6,8.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,317,Wellesley,15,Total,Asthma,409,4090,10,9,11,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,318,Wellfleet,15,Total,Asthma,11,196,5.6,2.3,8.9,Statistically significantly lower,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,319,Wendell,15,Total,Asthma,10,60,16.7,6.3,27,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,320,Wenham,15,Total,Asthma,30,480,6.3,4,8.5,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,321,West Boylston,15,Total,Asthma,51,655,7.8,5.6,9.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,322,West Bridgewater,15,Total,Asthma,89,759,11.7,9.3,14.2,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,323,West Brookfield,15,Total,Asthma,59,383,15.4,11.5,19.3,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,324,West Newbury,15,Total,Asthma,37,552,6.7,4.5,8.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,325,West Springfield,15,Total,Asthma,314,2804,11.2,10,12.4,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,326,West Stockbridge,15,Total,Asthma,10,111,9,3.4,14.6,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,327,West Tisbury,15,Total,Asthma,13,232,5.6,2.6,8.6,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,328,Westborough,15,Total,Asthma,289,2441,11.8,10.5,13.2,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,329,Westfield,15,Total,Asthma,408,4076,10,9,11,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,330,Westford,15,Total,Asthma,483,3468,13.9,12.7,15.2,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,331,Westhampton,15,Total,Asthma,19,154,12.3,6.8,17.9,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,332,Westminster,15,Total,Asthma,107,875,12.2,9.9,14.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,333,Weston,15,Total,Asthma,134,1718,7.8,6.5,9.1,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,334,Westport,15,Total,Asthma,179,1411,12.7,10.8,14.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,335,Westwood,15,Total,Asthma,268,2354,11.4,10,12.7,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,336,Weymouth,15,Total,Asthma,703,5328,13.2,12.2,14.2,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,337,Whately,15,Total,Asthma,12,133,9,3.9,14.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,338,Whitman,15,Total,Asthma,240,1788,13.4,11.7,15.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,339,Wilbraham,15,Total,Asthma,185,1614,11.5,9.8,13.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,340,Williamsburg,15,Total,Asthma,33,221,14.9,9.8,20,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,341,Williamstown,15,Total,Asthma,22,489,4.5,2.6,6.4,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,342,Wilmington,15,Total,Asthma,320,2682,11.9,10.6,13.2,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,343,Winchendon,15,Total,Asthma,116,1118,10.4,8.5,12.3,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,344,Winchester,15,Total,Asthma,309,3376,9.2,8.1,10.2,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,345,Windsor,15,Total,Asthma,NS,76,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,346,Winthrop,15,Total,Asthma,163,1491,10.9,9.3,12.6,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,347,Woburn,15,Total,Asthma,405,3564,11.4,10.3,12.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,348,Worcester,15,Total,Asthma,2311,19530,11.8,11.4,12.3,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,349,Worthington,15,Total,Asthma,11,90,12.2,5,19.4,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,350,Wrentham,15,Total,Asthma,191,1435,13.3,11.4,15.2,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,351,Yarmouth,15,Total,Asthma,125,1703,7.3,6.1,8.6,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2013-2014,Total,1,Abington,15,Total,Asthma,126,1619,7.8,6.4,9.1,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,2,Acton,15,Total,Asthma,336,3230,10.4,9.3,11.5,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,3,Acushnet,15,Total,Asthma,94,1005,9.4,7.5,11.2,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,4,Adams,15,Total,Asthma,105,795,13.2,10.7,15.7,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,5,Agawam,15,Total,Asthma,358,2728,13.1,11.8,14.5,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,6,Alford,15,Total,Asthma,0,23,0,0,27.8,Not statistically significantly different,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,7,Amesbury,15,Total,Asthma,137,1805,7.6,6.3,8.9,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,8,Amherst,15,Total,Asthma,210,1697,12.4,10.7,14,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,9,Andover,15,Total,Asthma,466,4598,10.1,9.2,11.1,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,104,Aquinnah,15,Total,Asthma,NS,32,NS,NS,NS,NS,        ,85364,689300,12.4,12.3,12.5
2013-2014,Total,10,Arlington,15,Total,Asthma,312,4393,7.1,6.3,7.9,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,11,Ashburnham,15,Total,Asthma,66,722,9.1,6.9,11.3,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,12,Ashby,15,Total,Asthma,23,308,7.5,4.4,10.5,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,13,Ashfield,15,Total,Asthma,16,130,12.3,6.3,18.3,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,14,Ashland,15,Total,Asthma,154,1902,8.1,6.8,9.4,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,15,Athol,15,Total,Asthma,205,1159,17.7,15.3,20.1,Statistically significantly higher,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,16,Attleboro,15,Total,Asthma,471,4642,10.1,9.2,11.1,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,17,Auburn,15,Total,Asthma,194,1719,11.3,9.7,12.9,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,18,Avon,15,Total,Asthma,47,424,11.1,7.9,14.3,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,19,Ayer,15,Total,Asthma,64,818,7.8,5.9,9.7,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,20,Barnstable,15,Total,Asthma,268,3973,6.7,5.9,7.6,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,21,Barre,15,Total,Asthma,55,527,10.4,7.7,13.2,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,22,Becket,15,Total,Asthma,15,128,11.7,5.8,17.6,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,23,Bedford,15,Total,Asthma,154,1647,9.4,7.9,10.8,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,24,Belchertown,15,Total,Asthma,159,1742,9.1,7.7,10.5,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,25,Bellingham,15,Total,Asthma,85,1749,4.9,3.8,5.9,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,26,Belmont,15,Total,Asthma,355,3158,11.2,10.1,12.4,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,27,Berkley,15,Total,Asthma,62,751,8.3,6.2,10.3,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,28,Berlin,15,Total,Asthma,20,304,6.6,3.7,9.5,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,29,Bernardston,15,Total,Asthma,32,199,16.1,10.5,21.7,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,30,Beverly,15,Total,Asthma,365,3610,10.1,9.1,11.1,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,31,Billerica,15,Total,Asthma,265,4118,6.4,5.7,7.2,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,32,Blackstone,15,Total,Asthma,104,966,10.8,8.7,12.8,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,33,Blandford,15,Total,Asthma,8,86,9.3,2.9,15.7,Not statistically significantly different,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,34,Bolton,15,Total,Asthma,50,734,6.8,4.9,8.7,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,35,Boston,15,Total,Asthma,8774,50692,17.3,16.9,17.7,Statistically significantly higher,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,36,Bourne,15,Total,Asthma,198,1669,11.9,10.2,13.5,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,37,Boxborough,15,Total,Asthma,12,541,2.2,1,3.5,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,38,Boxford,15,Total,Asthma,109,1040,10.5,8.5,12.4,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,39,Boylston,15,Total,Asthma,39,476,8.2,5.6,10.8,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,40,Braintree,15,Total,Asthma,492,4294,11.5,10.4,12.5,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,41,Brewster,15,Total,Asthma,59,755,7.8,5.8,9.8,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,42,Bridgewater,15,Total,Asthma,259,2390,10.8,9.5,12.2,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,43,Brimfield,15,Total,Asthma,61,365,16.7,12.5,20.9,Statistically significantly higher,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,44,Brockton,15,Total,Asthma,2136,12831,16.6,15.9,17.4,Statistically significantly higher,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,45,Brookfield,15,Total,Asthma,46,315,14.6,10.4,18.8,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,46,Brookline,15,Total,Asthma,597,5527,10.8,9.9,11.7,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,47,Buckland,15,Total,Asthma,13,135,9.6,4.4,14.9,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,48,Burlington,15,Total,Asthma,260,2535,10.3,9,11.5,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,49,Cambridge,15,Total,Asthma,643,5383,11.9,11,12.9,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,50,Canton,15,Total,Asthma,331,2521,13.1,11.7,14.5,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,51,Carlisle,15,Total,Asthma,64,674,9.5,7.2,11.8,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,52,Carver,15,Total,Asthma,116,1233,9.4,7.7,11.1,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,53,Charlemont,15,Total,Asthma,15,102,14.7,7.3,22.1,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,54,Charlton,15,Total,Asthma,197,1568,12.6,10.8,14.3,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,55,Chatham,15,Total,Asthma,26,327,8,4.9,11,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,56,Chelmsford,15,Total,Asthma,480,3667,13.1,11.9,14.3,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,57,Chelsea,15,Total,Asthma,576,4880,11.8,10.8,12.8,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,58,Cheshire,15,Total,Asthma,22,285,7.7,4.5,10.9,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,59,Chester,15,Total,Asthma,18,112,16.1,8.6,23.5,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,60,Chesterfield,15,Total,Asthma,15,106,14.2,7,21.3,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,61,Chicopee,15,Total,Asthma,897,5525,16.2,15.2,17.3,Statistically significantly higher,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,62,Chilmark,15,Total,Asthma,0,77,0,0,8.3,Statistically significantly lower,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,63,Clarksburg,15,Total,Asthma,11,165,6.7,2.7,10.6,Statistically significantly lower,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,64,Clinton,15,Total,Asthma,120,1454,8.3,6.8,9.7,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,65,Cohasset,15,Total,Asthma,110,1285,8.6,7,10.2,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,66,Colrain,15,Total,Asthma,6,131,4.6,.9,8.2,Statistically significantly lower,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,67,Concord,15,Total,Asthma,312,2325,13.4,11.9,14.9,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,68,Conway,15,Total,Asthma,20,195,10.3,5.8,14.8,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,69,Cummington,15,Total,Asthma,7,62,11.3,2.9,19.7,Not statistically significantly different,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,70,Dalton,15,Total,Asthma,67,657,10.2,7.8,12.6,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,71,Danvers,15,Total,Asthma,309,2664,11.6,10.3,12.9,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,72,Dartmouth,15,Total,Asthma,428,2707,15.8,14.3,17.3,Statistically significantly higher,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,73,Dedham,15,Total,Asthma,274,2295,11.9,10.5,13.4,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,74,Deerfield,15,Total,Asthma,48,479,10,7.2,12.9,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,75,Dennis,15,Total,Asthma,105,919,11.4,9.2,13.6,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,76,Dighton,15,Total,Asthma,37,855,4.3,2.9,5.7,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,77,Douglas,15,Total,Asthma,148,1069,13.8,11.6,16.1,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,78,Dover,15,Total,Asthma,81,902,9,7,10.9,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,79,Dracut,15,Total,Asthma,502,3267,15.4,14,16.7,Statistically significantly higher,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,80,Dudley,15,Total,Asthma,113,1305,8.7,7.1,10.3,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,81,Dunstable,15,Total,Asthma,31,405,7.7,5,10.3,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,82,Duxbury,15,Total,Asthma,217,2252,9.6,8.4,10.9,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,83,East Bridgewater,15,Total,Asthma,128,1640,7.8,6.5,9.2,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,84,East Brookfield,15,Total,Asthma,27,240,11.3,7,15.5,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
